Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendAdjust,perCapSpendAdjusted
Dental Services (Millions of Dollars),4,Plains,6.4,1980,274,4075970,Minnesota,1043.092063106796,0.0002559125958009495
Dental Services (Millions of Dollars),5,Southeast,6.5,1980,80,2520638,Mississippi,304.552427184466,0.000120823548317714
Dental Services (Millions of Dollars),4,Plains,6.2,1980,230,4916686,Missouri,875.5882281553397,0.000178085041053128
Dental Services (Millions of Dollars),7,Rocky Mountains,6.5,1980,44,786690,Montana,167.5038349514563,0.0002129222882602503
Dental Services (Millions of Dollars),4,Plains,6.1,1980,80,1569825,Nebraska,304.552427184466,0.0001940040623537439
Dental Services (Millions of Dollars),8,Far West,8.4,1980,62,800493,Nevada,236.02813106796117,0.00029485346038998615
Dental Services (Millions of Dollars),1,New England,8.0,1980,49,920610,New Hampshire,186.53836165048543,0.00020262473973830985
Dental Services (Millions of Dollars),2,Mideast,6.0,1980,491,7364823,New Jersey,1869.19052184466,0.00025379978878578075
Dental Services (Millions of Dollars),6,Southwest,7.3,1980,59,1302894,New Mexico,224.6074150485437,0.0001723911653968348
Dental Services (Millions of Dollars),2,Mideast,5.7,1980,1081,17558072,New York,4115.264672330097,0.00023438021397395437
Dental Services (Millions of Dollars),5,Southeast,7.9,1980,260,5881766,North Carolina,989.7953883495145,0.0001682820071980957
Dental Services (Millions of Dollars),4,Plains,7.1,1980,31,652717,North Dakota,118.01406553398058,0.00018080433868580194
Dental Services (Millions of Dollars),3,Great Lakes,5.6,1980,568,10797630,Ohio,2162.3222330097087,0.00020025896729279562
Dental Services (Millions of Dollars),6,Southwest,6.6,1980,142,3025290,Oklahoma,540.5805582524272,0.00017868718643582174
Dental Services (Millions of Dollars),8,Far West,6.7,1980,201,2633105,Oregon,765.1879733009708,0.000290602909227308
Dental Services (Millions of Dollars),2,Mideast,5.7,1980,606,11863895,Pennsylvania,2306.98463592233,0.00019445423580723956
Dental Services (Millions of Dollars),1,New England,6.1,1980,47,947154,Rhode Island,178.92455097087378,0.00018890755988030858
Dental Services (Millions of Dollars),5,Southeast,7.7,1980,114,3121820,South Carolina,433.9872087378641,0.00013901737087271658
Dental Services (Millions of Dollars),4,Plains,7.7,1980,28,690768,South Dakota,106.59334951456312,0.0001543113599856437
Dental Services (Millions of Dollars),5,Southeast,6.7,1980,208,4591120,Tennessee,791.8363106796116,0.00017247127295292035
Dental Services (Millions of Dollars),6,Southwest,7.6,1980,695,14229191,Texas,2645.7992111650483,0.00018594164708064207
Dental Services (Millions of Dollars),7,Rocky Mountains,8.2,1980,79,1461037,Utah,300.7455218446602,0.0002058438779063502
Dental Services (Millions of Dollars),1,New England,7.1,1980,26,511456,Vermont,98.97953883495146,0.00019352503213365658
Dental Services (Millions of Dollars),5,Southeast,7.5,1980,267,5346818,Virginia,1016.4437257281553,0.00019010254804411808
Dental Services (Millions of Dollars),8,Far West,6.8,1980,374,4132156,Washington,1423.7825970873785,0.0003445616760566103
Dental Services (Millions of Dollars),5,Southeast,5.7,1980,67,1949644,West Virginia,255.06265776699027,0.00013082524695123327
Dental Services (Millions of Dollars),3,Great Lakes,6.0,1980,306,4705767,Wisconsin,1164.9130339805824,0.00024755008779240076
Dental Services (Millions of Dollars),7,Rocky Mountains,6.4,1980,24,469557,Wyoming,91.3657281553398,0.00019457856693721911
Home Health Care (Millions of Dollars),5,Southeast,11.3,1980,25,3893888,Alabama,95.17263349514563,2.4441543643562844e-05
Home Health Care (Millions of Dollars),8,Far West,15.7,1980,1,401851,Alaska,3.8069053398058252,9.473425074980093e-06
Home Health Care (Millions of Dollars),6,Southwest,12.8,1980,15,2718215,Arizona,57.103580097087374,2.1007749606667382e-05
Home Health Care (Millions of Dollars),5,Southeast,11.2,1980,15,2286435,Arkansas,57.103580097087374,2.4974941381271443e-05
Home Health Care (Millions of Dollars),8,Far West,12.2,1980,226,23667902,California,860.3606067961165,3.6351367636899816e-05
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.5,1980,25,2889964,Colorado,95.17263349514563,3.293211731881284e-05
Home Health Care (Millions of Dollars),1,New England,9.4,1980,50,3107576,Connecticut,190.34526699029126,6.125200702743594e-05
Home Health Care (Millions of Dollars),2,Mideast,12.3,1980,4,594338,Delaware,15.227621359223301,2.562114715738065e-05
Home Health Care (Millions of Dollars),2,Mideast,12.8,1980,7,638333,District of Columbia,26.64833737864078,4.174676442960144e-05
Home Health Care (Millions of Dollars),5,Southeast,10.9,1980,177,9746324,Florida,673.8222451456311,6.91360399208595e-05
Home Health Care (Millions of Dollars),5,Southeast,11.9,1980,36,5463105,Georgia,137.0485922330097,2.508620870970075e-05
Home Health Care (Millions of Dollars),8,Far West,11.5,1980,6,964691,Hawaii,22.84143203883495,2.367745945472172e-05
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.7,1980,7,943935,Idaho,26.64833737864078,2.8231114831678855e-05
Home Health Care (Millions of Dollars),3,Great Lakes,10.1,1980,107,11426518,Illinois,407.33887135922333,3.564855639830291e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.4,1980,27,5490224,Indiana,102.78644417475729,1.872172140421908e-05
Home Health Care (Millions of Dollars),4,Plains,11.6,1980,13,2913808,Iowa,49.48976941747573,1.6984567760633415e-05
Home Health Care (Millions of Dollars),4,Plains,11.0,1980,12,2363679,Kansas,45.6828640776699,1.9327016941670123e-05
Home Health Care (Millions of Dollars),5,Southeast,11.7,1980,16,3660777,Kentucky,60.910485436893204,1.6638676826502463e-05
Home Health Care (Millions of Dollars),5,Southeast,12.9,1980,22,4205900,Louisiana,83.75191747572815,1.9912959765027258e-05
Home Health Care (Millions of Dollars),1,New England,9.3,1980,13,1124660,Maine,49.48976941747573,4.400420519754924e-05
Home Health Care (Millions of Dollars),2,Mideast,9.5,1980,48,4216975,Maryland,182.7314563106796,4.333235466434579e-05
Home Health Care (Millions of Dollars),1,New England,12.7,1980,79,5737037,Massachusetts,300.7455218446602,5.2421750434006296e-05
Home Health Care (Millions of Dollars),3,Great Lakes,12.8,1980,47,9262078,Michigan,178.92455097087378,1.931797065095692e-05
Home Health Care (Millions of Dollars),4,Plains,14.5,1980,29,4075970,Minnesota,110.40025485436892,2.7085639701560345e-05
Home Health Care (Millions of Dollars),5,Southeast,10.6,1980,20,2520638,Mississippi,76.1381067961165,3.02058870794285e-05
Home Health Care (Millions of Dollars),4,Plains,9.8,1980,56,4916686,Missouri,213.18669902912623,4.335983608250074e-05
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.1,1980,4,786690,Montana,15.227621359223301,1.9356571660022754e-05
Home Health Care (Millions of Dollars),4,Plains,10.6,1980,6,1569825,Nebraska,22.84143203883495,1.4550304676530791e-05
Home Health Care (Millions of Dollars),8,Far West,15.5,1980,5,800493,Nevada,19.034526699029126,2.3778504870160173e-05
Home Health Care (Millions of Dollars),1,New England,10.0,1980,10,920610,New Hampshire,38.06905339805825,4.135198770169589e-05
Home Health Care (Millions of Dollars),2,Mideast,7.8,1980,168,7364823,New Jersey,639.5600970873786,8.683984626478852e-05
Home Health Care (Millions of Dollars),6,Southwest,13.6,1980,7,1302894,New Mexico,26.64833737864078,2.0453189114878707e-05
Home Health Care (Millions of Dollars),2,Mideast,9.2,1980,476,17558072,New York,1812.0869417475728,0.00010320534861387816
Home Health Care (Millions of Dollars),5,Southeast,13.7,1980,24,5881766,North Carolina,91.3657281553398,1.553372374136268e-05
Home Health Care (Millions of Dollars),4,Plains,10.1,1980,2,652717,North Dakota,7.6138106796116505,1.1664796044245286e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.0,1980,87,10797630,Ohio,331.2007645631068,3.067346858181905e-05
Home Health Care (Millions of Dollars),6,Southwest,9.8,1980,32,3025290,Oklahoma,121.82097087378641,4.026753497145279e-05
Home Health Care (Millions of Dollars),8,Far West,10.5,1980,22,2633105,Oregon,83.75191747572815,3.180728359701878e-05
Home Health Care (Millions of Dollars),2,Mideast,9.9,1980,127,11863895,Pennsylvania,483.47697815533985,4.075196030943799e-05
Home Health Care (Millions of Dollars),1,New England,8.8,1980,15,947154,Rhode Island,57.103580097087374,6.028964677031124e-05
Home Health Care (Millions of Dollars),5,Southeast,10.5,1980,35,3121820,South Carolina,133.2416868932039,4.268077175916738e-05
Home Health Care (Millions of Dollars),4,Plains,11.3,1980,2,690768,South Dakota,7.6138106796116505,1.1022239998974548e-05
Home Health Care (Millions of Dollars),5,Southeast,12.1,1980,29,4591120,Tennessee,110.40025485436892,2.4046475555936007e-05
Home Health Care (Millions of Dollars),6,Southwest,13.3,1980,108,14229191,Texas,411.14577669902917,2.8894529330517045e-05
Home Health Care (Millions of Dollars),7,Rocky Mountains,16.9,1980,3,1461037,Utah,11.420716019417474,7.816856123025956e-06
Home Health Care (Millions of Dollars),1,New England,10.4,1980,7,511456,Vermont,26.64833737864078,5.2102893266753694e-05
Home Health Care (Millions of Dollars),5,Southeast,11.3,1980,33,5346818,Virginia,125.62787621359223,2.349582054477864e-05
Home Health Care (Millions of Dollars),8,Far West,10.4,1980,46,4132156,Washington,175.11764563106797,4.237924357915528e-05
Home Health Care (Millions of Dollars),5,Southeast,12.6,1980,9,1949644,West Virginia,34.26214805825243,1.7573540635240294e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.3,1980,35,4705767,Wisconsin,133.2416868932039,2.8314552525274604e-05
Home Health Care (Millions of Dollars),7,Rocky Mountains,7.7,1980,3,469557,Wyoming,11.420716019417474,2.432232086715239e-05
Prescription Drugs (Millions of Dollars),5,Southeast,10.0,1980,235,3893888,Alabama,894.622754854369,0.00022975051024949072
Prescription Drugs (Millions of Dollars),8,Far West,9.8,1980,16,401851,Alaska,60.910485436893204,0.0001515748011996815
Prescription Drugs (Millions of Dollars),6,Southwest,11.0,1980,123,2718215,Arizona,468.2493567961165,0.00017226354677467252
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,1980,153,2286435,Arkansas,582.4565169902912,0.00025474440208896873
Prescription Drugs (Millions of Dollars),8,Far West,9.6,1980,1295,23667902,California,4929.942415048544,0.00020829655349462506
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.5,1980,127,2889964,Colorado,483.47697815533985,0.00016729515597956924
Prescription Drugs (Millions of Dollars),1,New England,10.2,1980,173,3107576,Connecticut,658.5946237864077,0.00021193194431492834
Prescription Drugs (Millions of Dollars),2,Mideast,12.2,1980,25,594338,Delaware,95.17263349514563,0.00016013216973362907
Prescription Drugs (Millions of Dollars),2,Mideast,9.5,1980,32,638333,District of Columbia,121.82097087378641,0.00019084235167817802
Prescription Drugs (Millions of Dollars),5,Southeast,11.2,1980,535,9746324,Florida,2036.6943567961166,0.0002089705161449708
Prescription Drugs (Millions of Dollars),5,Southeast,10.4,1980,294,5463105,Georgia,1119.2301699029126,0.00020487070446255611
Prescription Drugs (Millions of Dollars),8,Far West,10.5,1980,47,964691,Hawaii,178.92455097087378,0.00018547343239532014
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.9,1980,44,943935,Idaho,167.5038349514563,0.0001774527217991242
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.2,1980,561,11426518,Illinois,2135.673895631068,0.0001869050480322236
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,1980,305,5490224,Indiana,1161.1061286407767,0.00021148611215877105
Prescription Drugs (Millions of Dollars),4,Plains,9.2,1980,156,2913808,Iowa,593.8772330097088,0.000203814813127601
Prescription Drugs (Millions of Dollars),4,Plains,9.5,1980,127,2363679,Kansas,483.47697815533985,0.00020454426263267553
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,1980,224,3660777,Kentucky,852.7467961165049,0.0002329414755710345
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,1980,254,4205900,Louisiana,966.9539563106797,0.00022990417183258748
Prescription Drugs (Millions of Dollars),1,New England,10.0,1980,51,1124660,Maine,194.15217233009707,0.000172631881928847
Prescription Drugs (Millions of Dollars),2,Mideast,10.1,1980,225,4216975,Maryland,856.5537014563107,0.00020312041248912092
Prescription Drugs (Millions of Dollars),1,New England,10.0,1980,290,5737037,Massachusetts,1104.0025485436895,0.00019243427374508645
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.7,1980,527,9262078,Michigan,2006.23911407767,0.00021660788368200635
Prescription Drugs (Millions of Dollars),4,Plains,9.7,1980,191,4075970,Minnesota,727.1189199029126,0.00017839162699993195
Prescription Drugs (Millions of Dollars),5,Southeast,9.3,1980,142,2520638,Mississippi,540.5805582524272,0.00021446179826394238
Prescription Drugs (Millions of Dollars),4,Plains,9.8,1980,274,4916686,Missouri,1043.092063106796,0.0002121534836893786
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.7,1980,31,786690,Montana,118.01406553398058,0.00015001343036517636
Prescription Drugs (Millions of Dollars),4,Plains,9.9,1980,80,1569825,Nebraska,304.552427184466,0.0001940040623537439
Prescription Drugs (Millions of Dollars),8,Far West,12.5,1980,36,800493,Nevada,137.0485922330097,0.00017120523506515325
Prescription Drugs (Millions of Dollars),1,New England,11.0,1980,39,920610,New Hampshire,148.4693082524272,0.00016127275203661398
Prescription Drugs (Millions of Dollars),2,Mideast,10.2,1980,380,7364823,New Jersey,1446.6240291262136,0.00019642346178940263
Prescription Drugs (Millions of Dollars),6,Southwest,9.7,1980,52,1302894,New Mexico,197.9590776699029,0.0001519379762819561
Prescription Drugs (Millions of Dollars),2,Mideast,10.5,1980,820,17558072,New York,3121.6623786407768,0.00017779072660373968
Prescription Drugs (Millions of Dollars),5,Southeast,10.7,1980,339,5881766,North Carolina,1290.5409101941748,0.00021941384784674787
Prescription Drugs (Millions of Dollars),4,Plains,9.8,1980,31,652717,North Dakota,118.01406553398058,0.00018080433868580194
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.5,1980,606,10797630,Ohio,2306.98463592233,0.00021365657425956717
Prescription Drugs (Millions of Dollars),6,Southwest,9.5,1980,175,3025290,Oklahoma,666.2084344660194,0.00022021308187513243
Prescription Drugs (Millions of Dollars),8,Far West,9.7,1980,125,2633105,Oregon,475.8631674757281,0.00018072320225578854
Prescription Drugs (Millions of Dollars),2,Mideast,9.8,1980,615,11863895,Pennsylvania,2341.2467839805827,0.00019734217000239658
Prescription Drugs (Millions of Dollars),1,New England,10.2,1980,48,947154,Rhode Island,182.7314563106796,0.00019292686966499597
Prescription Drugs (Millions of Dollars),5,Southeast,10.8,1980,153,3121820,South Carolina,582.4565169902912,0.00018657594511864594
Prescription Drugs (Millions of Dollars),4,Plains,9.7,1980,30,690768,South Dakota,114.20716019417475,0.0001653335999846182
Prescription Drugs (Millions of Dollars),5,Southeast,9.7,1980,288,4591120,Tennessee,1096.3887378640777,0.0002388063779348128
Prescription Drugs (Millions of Dollars),6,Southwest,10.3,1980,847,14229191,Texas,3224.448822815534,0.00022660802169396238
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,10.2,1980,60,1461037,Utah,228.4143203883495,0.00015633712246051915
Prescription Drugs (Millions of Dollars),1,New England,10.5,1980,22,511456,Vermont,83.75191747572815,0.00016375195026694015
Prescription Drugs (Millions of Dollars),5,Southeast,10.1,1980,275,5346818,Virginia,1046.8989684466019,0.000195798504539822
Prescription Drugs (Millions of Dollars),8,Far West,9.5,1980,212,4132156,Washington,807.0639320388349,0.00019531303562567214
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,1980,115,1949644,West Virginia,437.79411407766986,0.00022455079700584818
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.9,1980,218,4705767,Wisconsin,829.9053640776699,0.00017635921287171037
